Cuanexo,Submodalidad
180176802,No Universitario
180176803,No Universitario
180176804,No Universitario
180176900,Secundaria
180177100,No Universitario
180177300,No Universitario
180177301,No Universitario
180177302,No Universitario
180177600,Primaria
180177700,Nivel inicial
180177700,Primaria
180177800,No Universitario
180177900,Secundaria
180178100,Nivel inicial
180178101,Nivel inicial
180178102,Nivel inicial
180178103,Nivel inicial
180178104,Nivel inicial
180178105,Nivel inicial
180178106,Nivel inicial
180178200,Primaria
180178300,Nivel inicial
180178301,Nivel inicial
180178302,Nivel inicial
180178303,Nivel inicial
180178400,Primaria
180178500,Primaria
180178600,Nivel inicial
180178700,Secundaria
180178800,Secundaria
180178900,Secundaria
180179000,Nivel inicial
180179300,Secundaria
180179600,Secundaria
180179700,Secundaria
180179701,Secundaria
180179900,Secundaria
180180100,Nivel inicial
180180100,Primaria
180180100,Secundaria
180180200,Nivel inicial
180180200,Primaria
180180300,Nivel inicial
180180300,Primaria
180180400,No Universitario
180180500,Secundaria
180180600,Secundaria
180180700,Nivel inicial
180181500,No Universitario
180181800,No Universitario
180182100,Secundaria
180182101,Secundaria
180182102,Secundaria
180182400,Secundaria
180182500,Secundaria
180182900,No Universitario
180182901,No Universitario
180183000,No Universitario
180183100,Primaria
180183200,Nivel inicial
180183400,Secundaria
180183600,Nivel inicial
180183700,Secundaria
180183800,Nivel inicial
180183900,Nivel inicial
180184000,Nivel inicial
180184300,Nivel inicial
180184500,Secundaria
180184600,Secundaria
180184700,Secundaria
180184800,Nivel inicial
180184801,Nivel inicial
180184802,Nivel inicial
180184803,Nivel inicial
180184804,Nivel inicial
180184805,Nivel inicial
180185200,No Universitario
180185300,Secundaria
180185300,No Universitario
180185400,Secundaria
180185500,Secundaria
180185600,Secundaria
180185700,Secundaria
180185800,Nivel inicial
180186100,Secundaria
180186500,Secundaria
180186700,Secundaria
180186800,Secundaria
180186900,Nivel inicial
180187000,Secundaria
180187100,Secundaria
180187300,Secundaria
180187400,Secundaria
180187500,Secundaria
180187600,Primaria
180188000,Secundaria
180188100,Secundaria
180188300,Secundaria
180188400,Secundaria
180188700,Nivel inicial
180188800,Secundaria
180189000,Nivel inicial
180189000,Primaria
180189100,Secundaria
180189200,Secundaria
180189400,Secundaria
180189500,No Universitario
180189700,Secundaria
180190000,Nivel inicial
180190200,Secundaria
180190600,No Universitario
180190700,Nivel inicial
180190800,Secundaria
180190900,Secundaria
180191300,Secundaria
180191400,Secundaria
180191600,Secundaria
180191700,Primaria
180191800,Nivel inicial
180191900,Secundaria
180192000,Secundaria
180192100,Secundaria
189000100,Secundaria
220000100,Nivel inicial
220000101,Nivel inicial
220000200,Primaria
220000300,Nivel inicial
220000400,Nivel inicial
220000400,Primaria
220000600,Secundaria
220000700,Primaria
220000800,Primaria
220000900,Primaria
220001200,Nivel inicial
220001300,Nivel inicial
220001400,Primaria
220001700,Primaria
220001800,Primaria
220001900,Nivel inicial
220001901,Nivel inicial
220002200,Primaria
220002300,No Universitario
220002400,Primaria
220002600,Primaria
220002601,Primaria
220002700,Secundaria
220002900,Primaria
220002901,Primaria
220003100,Nivel inicial
220003100,Primaria
220003200,Nivel inicial
220003200,Primaria
220003300,Nivel inicial
220003500,Nivel inicial
220003500,Primaria
220003800,Secundaria
220003801,Secundaria
220004100,Secundaria
220004200,Primaria
220004300,Nivel inicial
220004301,Nivel inicial
220004600,Nivel inicial
220004700,Nivel inicial
220004800,Nivel inicial
220004900,Primaria
220005000,Nivel inicial
220005100,Primaria
220005200,Primaria
220005300,Primaria
220005301,Primaria
220005600,Nivel inicial
220005600,Primaria
220005700,Primaria
220005900,Primaria
220006000,Secundaria
220006100,Nivel inicial
220006200,Primaria
220006400,Primaria
220006500,Primaria
220006700,Primaria
220006800,Nivel inicial
220007000,Nivel inicial
220007100,Nivel inicial
220007100,Primaria
220007200,Nivel inicial
220007400,Primaria
220007600,Nivel inicial
220007600,Primaria
220007601,Primaria
220007700,Nivel inicial
220007900,Nivel inicial
220008000,Nivel inicial
220008000,Primaria
220008001,Nivel inicial
220008001,Primaria
220008200,Primaria
220008300,Primaria
220008400,Nivel inicial
220008600,Secundaria
220008800,Primaria
220008900,Nivel inicial
220009000,Primaria
220009200,Nivel inicial
220009300,Nivel inicial
220009300,Primaria
220009400,Primaria
220009500,Nivel inicial
220009500,Primaria
220009600,Primaria
220009900,Primaria
220009901,Primaria
220009902,Primaria
220010200,Primaria
220010300,Nivel inicial
220010300,Primaria
220010500,Nivel inicial
220010500,Primaria
220010501,Primaria
220010503,Primaria
220010900,Primaria
220011100,Nivel inicial
220011100,Primaria
220011200,Nivel inicial
220011200,Primaria
220011201,Primaria
220011300,Nivel inicial
220011300,Primaria
220011301,Primaria
220011400,Primaria
220011600,Primaria
220011800,Primaria
220012000,Primaria
220012002,Primaria
220012003,Nivel inicial
220012003,Primaria
220012100,Primaria
220012200,Nivel inicial
220012400,Nivel inicial
220012401,Nivel inicial
220012600,Primaria
220012700,Primaria
220012800,Primaria
220012900,Primaria
220012901,Primaria
220013400,Primaria
220013600,Nivel inicial
220013601,Nivel inicial
220013800,Primaria
220014100,Nivel inicial
220014101,Nivel inicial
220014102,Nivel inicial
220014300,Nivel inicial
220014400,No Universitario
220014500,Primaria
220014600,Primaria
220014700,Nivel inicial
220014800,Nivel inicial
220014900,Nivel inicial
220014901,Nivel inicial
220015400,No Universitario
220015401,No Universitario
220015402,No Universitario
220015403,No Universitario
220015404,No Universitario
220015405,No Universitario
220015406,No Universitario
220015600,Secundaria
220015700,Primaria
220015900,Nivel inicial
220015900,Primaria
220016000,Nivel inicial
220016000,Primaria
220016100,Primaria
220016101,Primaria
220016200,Primaria
220016300,Nivel inicial
220016300,Primaria
220016400,Nivel inicial
220016400,Primaria
220016500,Nivel inicial
220016500,Primaria
220016600,Primaria
220016700,Nivel inicial
220016700,Primaria
220016900,Nivel inicial
220016900,Primaria
220017000,Primaria
220017100,Primaria
220017101,Primaria
220017102,Primaria
220017200,Primaria
220017300,Primaria
220017500,Primaria
220017503,Primaria
220017700,Primaria
220017800,Nivel inicial
220017800,Primaria
220018000,Nivel inicial
220018000,Primaria
220018002,Primaria
220018003,Primaria
220018100,Nivel inicial
220018101,Nivel inicial
220018200,Primaria
220018300,Nivel inicial
220018300,Primaria
220018301,Nivel inicial
220018301,Primaria
220018400,Secundaria
220018401,Secundaria
220018402,Secundaria
220018403,Secundaria
220018600,Primaria
220018700,Nivel inicial
220018700,Primaria
220018800,Nivel inicial
220018800,Primaria
220018900,Primaria
220019100,Secundaria
220019200,Primaria
220019201,Primaria
220019500,Secundaria
220019600,Nivel inicial
220019600,Primaria
220019700,Nivel inicial
220019800,Nivel inicial
220019800,Primaria
220019801,Primaria
220020100,Primaria
220020101,Primaria
220020102,Primaria
220020200,Primaria
220020300,Nivel inicial
220020300,Primaria
220020301,Primaria
220020303,Primaria
220020400,Nivel inicial
220020500,Nivel inicial
220020500,Primaria
220020502,Primaria
220020700,Secundaria
220020701,Secundaria
220020703,Secundaria
220020800,Primaria
220020801,Primaria
220020802,Primaria
220021000,Primaria
220021200,Nivel inicial
220021200,Primaria
220021201,Primaria
220021202,Primaria
220021300,Nivel inicial
220021300,Primaria
220021301,Primaria
220021400,Nivel inicial
220021400,Primaria
220021500,Primaria
220021501,Primaria
220021600,Primaria
220021601,Primaria
220021700,Primaria
220021800,Primaria
220021803,Primaria
220022000,Primaria
220022001,Primaria
220022100,Nivel inicial
220022100,Primaria
220022200,Nivel inicial
220022200,Primaria
220022300,Nivel inicial
220022300,Primaria
220022400,Secundaria
220022500,Primaria
220022501,Nivel inicial
220022501,Primaria
220022502,Primaria
220022600,Nivel inicial
220022600,Primaria
220022700,Nivel inicial
220022700,Primaria
220022800,Primaria
220023000,Primaria
220023001,Primaria
220023100,Primaria
220023500,Nivel inicial
220023500,Primaria
220023501,Primaria
220023502,Primaria
220023800,Primaria
220023801,Primaria
220024000,Primaria
220024100,Primaria
220024101,Primaria
220024102,Primaria
220024103,Primaria
220024300,Primaria
220024301,Primaria
220024400,Nivel inicial
220024401,Nivel inicial
220024402,Nivel inicial
220024403,Nivel inicial
220024404,Nivel inicial
220024500,Nivel inicial
220024500,Primaria
220024502,Primaria
220024600,Nivel inicial
220024600,Primaria
220024601,Primaria
220024602,Primaria
220024700,Nivel inicial
220024700,Primaria
220024900,Nivel inicial
220024900,Primaria
220025000,Nivel inicial
220025000,Primaria
220025100,Primaria
220025300,Primaria
220025301,Primaria
220025302,Primaria
220025400,Primaria
220025401,Primaria
220025402,Primaria
220025405,Primaria
220025700,Primaria
220025800,Primaria
220025801,Primaria
220025900,Primaria
220025901,Primaria
220025902,Primaria
220025903,Primaria
220026000,Nivel inicial
220026000,Primaria
220026100,Primaria
220026101,Primaria
220026102,Primaria
220026200,Secundaria
220026300,Nivel inicial
220026300,Primaria
220026600,Primaria
220026602,Primaria
220026603,Primaria
220026604,Primaria
220026605,Primaria
220026900,Secundaria
220027000,Primaria
220027200,Secundaria
220027300,Primaria
220027500,Primaria
220027501,Primaria
220027700,Nivel inicial
220027701,Nivel inicial
220027702,Nivel inicial
220027800,Primaria
220028400,Primaria
220028500,Nivel inicial
220028500,Primaria
220028600,Nivel inicial
220028700,Nivel inicial
220028701,Nivel inicial
220028800,Secundaria
220028900,Primaria
220029000,Nivel inicial
220029000,Primaria
220029100,Primaria
220029200,Nivel inicial
220029200,Primaria
220029300,Primaria
220029400,No Universitario
220029401,No Universitario
220029403,No Universitario
220029500,Nivel inicial
220029500,Primaria
220029700,Nivel inicial
220029700,Primaria
220029800,Nivel inicial
220029800,Primaria
220029900,Nivel inicial
220030000,Nivel inicial
220030100,Primaria
220030300,Primaria
220030400,Nivel inicial
220030400,Primaria
220030500,Primaria
220030600,Primaria
220030601,Primaria
220030700,Nivel inicial
220030700,Primaria
220030701,Primaria
220030800,Primaria
220030801,Primaria
220030900,Nivel inicial
220030900,Primaria
220031000,Nivel inicial
220031000,Primaria
220031100,Nivel inicial
220031100,Primaria
220031200,Nivel inicial
220031200,Primaria
220031300,Primaria
220031301,Primaria
220031400,Nivel inicial
220031400,Primaria
220031401,Primaria
220031500,Nivel inicial
220031500,Primaria
220031600,Primaria
220031700,Primaria
220031800,Primaria
220031900,Nivel inicial
220031900,Primaria
220032000,Primaria
220032200,Primaria
220032300,Primaria
220032500,Primaria
220032501,Primaria
220032600,Primaria
220032800,Primaria
220032900,Nivel inicial
220032901,Nivel inicial
220032902,Nivel inicial
220033200,Primaria
220033201,Primaria
220033300,Secundaria
220033400,Nivel inicial
220033400,Primaria
220033500,Primaria
220033700,Primaria
220033800,Nivel inicial
220033801,Nivel inicial
220033802,Nivel inicial
220033900,No Universitario
220034000,Primaria
220034100,Primaria
220034102,Primaria
220034200,Primaria
220034300,Primaria
220034400,Primaria
220034401,Primaria
220034600,Nivel inicial
220034600,Primaria
220034800,Nivel inicial
220034800,Primaria
220035100,Nivel inicial
220035100,Primaria
220035101,Primaria
220035200,Nivel inicial
220035200,Primaria
220035201,Nivel inicial
220035201,Primaria
220035202,Primaria
220035300,Nivel inicial
220035300,Primaria
220035301,Primaria
220035500,Primaria
220035600,Nivel inicial
220035600,Primaria
220035602,Primaria
220035603,Primaria
220035700,Primaria
220035800,Primaria
220035900,Nivel inicial
220035900,Primaria
220036000,Nivel inicial
220036000,Primaria
220036100,Primaria
220036200,Primaria
220036300,Primaria
220036301,Primaria
220036500,Nivel inicial
220036500,Primaria
220036600,Nivel inicial
220036600,Primaria
220036800,Nivel inicial
220036800,Primaria
220036900,Nivel inicial
220036900,Primaria
220036901,Primaria
220037000,Nivel inicial
220037000,Primaria
220037100,Primaria
220037300,Primaria
220037400,Primaria
220037500,Primaria
220037501,Primaria
220037600,Primaria
220037601,Primaria
220037700,Nivel inicial
220037700,Primaria
220037800,Primaria
220037900,Primaria
220038000,Primaria
220038100,Nivel inicial
220038100,Primaria
220038300,Nivel inicial
220038300,Primaria
220038500,Nivel inicial
220038500,Primaria
220038600,Primaria
220038700,Primaria
220038701,Primaria
220038702,Primaria
220038800,Primaria
220038900,Nivel inicial
220038901,Nivel inicial
220038902,Nivel inicial
220038903,Nivel inicial
220039000,Nivel inicial
220039001,Nivel inicial
220039100,Primaria
220039200,Nivel inicial
220039400,Primaria
220039700,Primaria
220039900,Primaria
220040100,Nivel inicial
220040100,Primaria
220040200,Primaria
220040300,Primaria
220040400,Nivel inicial
220040400,Primaria
220040500,Primaria
220040700,Nivel inicial
220040700,Primaria
220041000,Nivel inicial
220041000,Primaria
220041100,Primaria
220041200,Primaria
220041300,Nivel inicial
220041300,Primaria
220041400,Primaria
220041500,Nivel inicial
220041500,Primaria
220041600,Primaria
220041700,Nivel inicial
220041700,Primaria
220041900,Primaria
220041901,Primaria
220042000,No Universitario
220042100,Nivel inicial
220042101,Nivel inicial
220042103,Nivel inicial
220042300,Nivel inicial
220042300,Primaria
220042301,Primaria
220042400,Nivel inicial
220042400,Primaria
220042401,Primaria
220042600,Primaria
220042601,Primaria
220042800,Primaria
220042900,Nivel inicial
220042901,Nivel inicial
220042902,Nivel inicial
220042903,Nivel inicial
220043000,Secundaria
220043001,Secundaria
220043300,Nivel inicial
220043400,Nivel inicial
220043500,Nivel inicial
220043600,Nivel inicial
220043600,Primaria
220043700,Nivel inicial
220043700,Primaria
220043800,Nivel inicial
220043800,Primaria
220043801,Primaria
220043900,Nivel inicial
220043900,Primaria
220044000,Primaria
220044100,Primaria
220044300,Nivel inicial
220044301,Nivel inicial
220044400,Nivel inicial
220044400,Primaria
220044500,Primaria
220044600,Primaria
220044700,Nivel inicial
220044701,Nivel inicial
220044900,Nivel inicial
220044900,Primaria
220045000,Nivel inicial
220045000,Primaria
220045100,Primaria
220045101,Primaria
220045102,Primaria
220045103,Primaria
220045300,Nivel inicial
220045400,Secundaria
220045600,Primaria
220045700,Primaria
220045800,Nivel inicial
220045900,Secundaria
220046100,Nivel inicial
220046100,Primaria
220046101,Primaria
220046200,Primaria
220046300,Primaria
220046301,Primaria
220046500,Primaria
220046800,Nivel inicial
220046900,Primaria
220047000,Primaria
220047100,Nivel inicial
220047200,Nivel inicial
220047200,Primaria
220047300,Nivel inicial
220047300,Primaria
220047500,Nivel inicial
220047501,Nivel inicial
220047502,Nivel inicial
220047600,Primaria
220047700,Nivel inicial
220047700,Primaria
220047900,Nivel inicial
220047900,Primaria
220048000,Primaria
220048001,Primaria
220048100,Primaria
220048101,Primaria
220048102,Primaria
220048300,Primaria
220048400,Nivel inicial
220048400,Primaria
220048600,Nivel inicial
220048600,Primaria
220048601,Primaria
220048700,Nivel inicial
220048700,Primaria
220048701,Primaria
220049100,Nivel inicial
220049100,Primaria
220049101,Primaria
220049102,Primaria
220049400,Primaria
220049500,Primaria
220049600,Primaria
220049700,Primaria
220049800,Primaria
220049900,Nivel inicial
220049900,Primaria
220049901,Primaria
220050000,Nivel inicial
220050000,Primaria
220050001,Primaria
220050100,Nivel inicial
220050100,Primaria
220050200,Primaria
220050700,Primaria
220050900,Nivel inicial
220050900,Primaria
220051000,Nivel inicial
220051000,Primaria
220051100,Nivel inicial
220051101,Nivel inicial
220051102,Nivel inicial
220051103,Nivel inicial
220051104,Nivel inicial
220051200,Secundaria
220051201,Secundaria
220051300,Nivel inicial
220051300,Primaria
220051400,Primaria
220051500,Nivel inicial
220051500,Primaria
220051502,Primaria
220051503,Primaria
220051600,Nivel inicial
220051600,Primaria
220051601,Primaria
220051700,Nivel inicial
220051700,Primaria
220051800,No Universitario
220051900,Nivel inicial
220051900,Primaria
220052100,Nivel inicial
220052100,Primaria
220052101,Primaria
220052200,Primaria
220052300,Nivel inicial
220052300,Primaria
220052400,Nivel inicial
220052400,Primaria
220052401,Primaria
220052500,Nivel inicial
220052500,Primaria
220052600,Primaria
220052700,Primaria
220052800,Nivel inicial
220052800,Primaria
220052803,Primaria
220052900,Primaria
220052901,Primaria
220052902,Primaria
220053000,Nivel inicial
220053000,Primaria
220053001,Primaria
220053100,Primaria
220053200,Primaria
220053201,Primaria
220053202,Primaria
220053300,Primaria
220053302,Primaria
220053400,Nivel inicial
220053400,Primaria
220053600,No Universitario
220054000,Primaria
220054001,Primaria
220054100,Primaria
220054400,Primaria
220054600,Nivel inicial
220054600,Primaria
220054700,Primaria
220054701,Primaria
220054702,Primaria
220054900,Nivel inicial
220054900,Primaria
220055100,Nivel inicial
220055100,Primaria
220055101,Primaria
220055300,Secundaria
220055500,Primaria
220055600,Nivel inicial
220055600,Primaria
220055900,Primaria
220056000,Nivel inicial
220056000,Primaria
220056100,Nivel inicial
220056100,Primaria
220056101,Primaria
220056200,Nivel inicial
220056200,Primaria
220056201,Primaria
220056400,Primaria
220056401,Primaria
220056402,Primaria
220056403,Primaria
220056404,Primaria
220056500,Nivel inicial
220056500,Primaria
220056800,Secundaria
220057000,Nivel inicial
220057000,Primaria
220057200,Nivel inicial
220057200,Primaria
220057300,Primaria
220057400,Primaria
220057401,Primaria
220057500,Nivel inicial
220057500,Primaria
220057600,Secundaria
220057604,Secundaria
220057800,Primaria
220057900,Nivel inicial
220057902,Nivel inicial
220057904,Nivel inicial
220058000,Nivel inicial
220058000,Primaria
220058100,Primaria
220058300,Nivel inicial
220058300,Primaria
220058301,Primaria
220058400,Nivel inicial
220058400,Primaria
220058500,Primaria
220058600,Nivel inicial
220058600,Primaria
220058700,Primaria
220058701,Primaria
220058800,Primaria
220058900,Primaria
220058901,Primaria
220059000,Nivel inicial
220059000,Primaria
220059100,Nivel inicial
220059100,Primaria
220059102,Primaria
220059200,Primaria
220059300,Primaria
220059400,Primaria
220059500,Primaria
220059600,Secundaria
220059700,Primaria
220059701,Primaria
220059900,Primaria
220060000,Primaria
220060200,Primaria
220060300,Nivel inicial
220060301,Nivel inicial
220060302,Nivel inicial
220060303,Nivel inicial
220060304,Nivel inicial
220060305,Nivel inicial
220060500,Primaria
220060501,Primaria
220060600,Nivel inicial
220060600,Primaria
220061300,Secundaria
220061500,Nivel inicial
220061600,No Universitario
220061700,Nivel inicial
220061700,Primaria
220061800,Nivel inicial
220061800,Primaria
220062000,Nivel inicial
220062100,Primaria
220062300,Nivel inicial
220062500,Primaria
220062700,Nivel inicial
220062700,Primaria
220062800,Primaria
220062900,Nivel inicial
220062900,Primaria
220063100,Primaria
220063101,Primaria
220063103,Primaria
220063500,Primaria
220063900,Primaria
220063901,Primaria
220064000,Primaria
220064200,Nivel inicial
220064200,Primaria
220064201,Primaria
220064300,Primaria
220064400,Nivel inicial
220064400,Primaria
220064401,Primaria
220064402,Primaria
220064500,Primaria
220065000,Nivel inicial
220065000,Primaria
220065200,Primaria
220065300,No Universitario
220065301,No Universitario
220065400,Primaria
220065500,Primaria
220065600,Primaria
220065700,Nivel inicial
220065700,Primaria
220065701,Primaria
220065800,Primaria
220065900,Nivel inicial
220065900,Primaria
220066100,Primaria
220066101,Primaria
220066200,Primaria
220066300,Nivel inicial
220066300,Primaria
220066400,Primaria
220066402,Primaria
220066500,Primaria
220066600,Nivel inicial
220066700,Secundaria
220066800,Nivel inicial
220067000,Primaria
220067100,Nivel inicial
220067101,Nivel inicial
220067200,Primaria
220067300,Primaria
220067400,Nivel inicial
220067400,Primaria
220067500,Nivel inicial
220067500,Primaria
220067501,Nivel inicial
220067501,Primaria
220067600,Nivel inicial
220067600,Primaria
220067602,Primaria
220067700,Nivel inicial
220067700,Primaria
220067800,Nivel inicial
220067800,Primaria
220067900,Nivel inicial
220067900,Primaria
220068000,Primaria
220068100,Primaria
220068200,Primaria
220068300,Primaria
220068400,Secundaria
220068401,Secundaria
220068500,No Universitario
220068700,Primaria
220068800,Primaria
220069000,Nivel inicial
220069000,Primaria
220069100,Primaria
220069200,Primaria
220069400,Nivel inicial
220069500,Nivel inicial
220069600,Nivel inicial
220069700,Nivel inicial
220069701,Nivel inicial
220069800,Nivel inicial
220069900,Nivel inicial
220069900,Primaria
220070000,Primaria
220070200,Primaria
220070201,Primaria
220070300,Nivel inicial
220070300,Primaria
220070400,Primaria
220070500,Nivel inicial
220070500,Primaria
220070700,Primaria
220070800,Primaria
220070900,Primaria
220071000,Nivel inicial
220071100,Primaria
220071200,Nivel inicial
220071300,Primaria
220071600,Primaria
220071700,Nivel inicial
220071700,Primaria
220071800,Nivel inicial
220071800,Primaria
220072000,Nivel inicial
220072002,Nivel inicial
220072100,Nivel inicial
220072200,Primaria
220072500,Nivel inicial
220072600,Primaria
220072700,Primaria
220073000,Nivel inicial
220073000,Primaria
220073300,Nivel inicial
220073300,Primaria
220073600,Primaria
220073601,Nivel inicial
220073601,Primaria
220073602,Primaria
220073700,Nivel inicial
220073700,Primaria
220073800,Primaria
220073900,Nivel inicial
220074000,Nivel inicial
220074100,Primaria
220074300,Primaria
220074400,Primaria
220074500,Nivel inicial
220074500,Primaria
220074501,Primaria
220074600,Nivel inicial
220074600,Primaria
220074900,Nivel inicial
220074900,Primaria
220075100,Primaria
220075200,Primaria
220075201,Primaria
220075400,Primaria
220075500,Nivel inicial
220075500,Primaria
220075501,Primaria
220075800,Primaria
220075900,Nivel inicial
220075900,Primaria
220076000,Nivel inicial
220076000,Primaria
220076100,Primaria
220076200,Primaria
220076300,Primaria
220076400,Nivel inicial
220076400,Primaria
220076500,Primaria
220076700,Nivel inicial
220076700,Primaria
220076800,Primaria
220076900,Nivel inicial
220076900,Primaria
220077000,Primaria
220077100,Nivel inicial
220077100,Primaria
220077200,Primaria
220077300,Nivel inicial
220077300,Primaria
220077500,Nivel inicial
220077500,Primaria
220077600,Primaria
220077700,Nivel inicial
220077700,Primaria
220077800,Nivel inicial
220077800,Primaria
220077900,Nivel inicial
220077900,Primaria
220077901,Primaria
220078100,Primaria
220078200,Nivel inicial
220078200,Primaria
220078300,Nivel inicial
220078300,Primaria
220078301,Primaria
220078400,Primaria
220078500,Nivel inicial
220078500,Primaria
220078600,Primaria
220078700,Nivel inicial
220078700,Primaria
220078800,Nivel inicial
220078800,Primaria
220078900,Nivel inicial
220078900,Primaria
220079000,Primaria
220079300,Primaria
220079400,Nivel inicial
220079500,Primaria
220079900,Nivel inicial
220079900,Primaria
220080000,Nivel inicial
220080100,Secundaria
220080200,Secundaria
220080300,Primaria
220080400,Primaria
220080700,Primaria
220080800,Primaria
220080900,Primaria
220081000,Primaria
220081100,Primaria
220081200,Primaria
220081300,Primaria
220081400,Primaria
220081500,Primaria
220081600,Primaria
220081700,Primaria
220081800,Primaria
220081900,Primaria
220082200,Primaria
220082400,Nivel inicial
220082401,Nivel inicial
220082402,Nivel inicial
220082403,Nivel inicial
220082500,Primaria
220082501,Secundaria
220082600,Secundaria
220082900,Primaria
220083400,Nivel inicial
220083400,Primaria
220083500,Nivel inicial
220083500,Primaria
220083700,Primaria
220083800,Nivel inicial
220083800,Primaria
220083900,Nivel inicial
220083900,Primaria
220084000,Nivel inicial
220084000,Primaria
220084200,Primaria
220084300,Secundaria
220084400,Secundaria
220084500,Primaria
220084600,Primaria
220084601,Primaria
220084700,Primaria
220084900,Primaria
220084901,Primaria
220084902,Primaria
220084903,Primaria
220085000,Nivel inicial
220085000,Primaria
220085100,Nivel inicial
220085400,Primaria
220085500,Primaria
220085600,Nivel inicial
220085600,Primaria
220085700,Nivel inicial
220085701,Nivel inicial
220085800,Nivel inicial
220085801,Nivel inicial
220085802,Nivel inicial
220085900,Primaria
220086000,Primaria
220086100,Nivel inicial
220086100,Primaria
220086200,Primaria
220086300,Secundaria
220086400,Primaria
220086500,Primaria
220086600,Primaria
220086602,Primaria
220086800,Nivel inicial
220086800,Primaria
220086900,Primaria
220087000,Nivel inicial
220087000,Primaria
220087200,Primaria
220087300,Primaria
220087400,Primaria
220087401,Primaria
220087500,Primaria
220087600,Primaria
220087601,Primaria
220087800,Primaria
220087900,Nivel inicial
220088000,Nivel inicial
220088000,Primaria
220088100,Primaria
220088200,Nivel inicial
220088200,Primaria
220088400,Nivel inicial
220088401,Nivel inicial
220088500,Nivel inicial
220088600,Primaria
220088700,Secundaria
220088800,Primaria
220088900,Secundaria
220089000,Secundaria
220089100,Secundaria
220089200,Primaria
220089400,Primaria
220089500,Secundaria
220089600,Secundaria
220089700,Secundaria
220089800,Primaria
220089900,No Universitario
220089901,No Universitario
220089902,No Universitario
220089903,No Universitario
220089904,No Universitario
220089905,No Universitario
220089907,No Universitario
220089908,No Universitario
220089909,No Universitario
220089910,No Universitario
220089911,No Universitario
220090000,Primaria
220090100,Nivel inicial
220090101,Nivel inicial
220090200,Primaria
220090300,Primaria
220090400,Primaria
220090500,Secundaria
220090600,Primaria
220090700,Secundaria
220090800,Secundaria
220090900,Secundaria
220091000,Primaria
220091100,Secundaria
220091200,No Universitario
220091201,No Universitario
220091202,No Universitario
220091300,Primaria
220091301,Primaria
220091302,Primaria
220091400,No Universitario
220091500,Nivel inicial
220091500,Secundaria
220091600,Nivel inicial
220091600,Primaria
220091601,Nivel inicial
220091601,Primaria
220091700,Primaria
220091800,Nivel inicial
220091801,Nivel inicial
220091900,Primaria
220092000,Nivel inicial
220092000,Primaria
220092100,Nivel inicial
220092100,Primaria
220092101,Primaria
220092200,Primaria
220092300,Nivel inicial
220092300,Primaria
220092400,Primaria
220092500,Primaria
220092700,Primaria
220092800,Primaria
220092900,Primaria
220093000,Secundaria
220093100,Primaria
220093200,Secundaria
220093300,Primaria
220093400,Secundaria
220093500,Secundaria
220093700,Secundaria
220093800,Secundaria
220093900,Primaria
220094200,Primaria
220094300,Secundaria
220094500,Primaria
220094600,Secundaria
220094700,Primaria
220094800,Primaria
220094900,Primaria
220095000,Secundaria
220095100,Primaria
220095300,Nivel inicial
220095400,Primaria
220095500,Nivel inicial
220095501,Nivel inicial
220095600,Nivel inicial
220095600,Primaria
220095700,Nivel inicial
220095700,Primaria
220095800,Primaria
220095900,Primaria
220096200,Nivel inicial
220096202,Nivel inicial
220096300,Primaria
220096400,Primaria
220096500,Secundaria
220096600,Nivel inicial
220096600,Primaria
220096800,Primaria
220096900,Secundaria
220097000,Secundaria
220097200,Primaria
220097300,Primaria
220097400,Secundaria
220097600,Primaria
220097700,Primaria
220097800,Secundaria
220097900,Nivel inicial
220097900,Primaria
220098100,Primaria
220098101,Primaria
220098200,Nivel inicial
220098201,Nivel inicial
220098202,Nivel inicial
220098300,Secundaria
220098400,Primaria
220098401,Primaria
220098900,Primaria
220099000,Secundaria
220099100,Primaria
220099200,Secundaria
220099201,Secundaria
220099300,Secundaria
220099600,Nivel inicial
220099600,Primaria
220099700,Nivel inicial
220099700,Primaria
220099900,Primaria
220100100,Secundaria
220100300,Primaria
220100500,Primaria
220100600,Primaria
220100700,Primaria
220100800,Secundaria
220100900,Primaria
220101100,Nivel inicial
220101200,Nivel inicial
220101300,Secundaria
220101400,Secundaria
220101500,Secundaria
220101501,Secundaria
220101600,No Universitario
220101601,No Universitario
220101700,Secundaria
220101800,Secundaria
220101801,Secundaria
220101900,Secundaria
220102000,Secundaria
220102100,Secundaria
220102200,Primaria
220102201,Primaria
220102300,Nivel inicial
220102400,Nivel inicial
220102400,Primaria
220102500,Primaria
220102600,Nivel inicial
220102600,Primaria
220102700,Primaria
220102800,Primaria
220102802,Primaria
220102900,Nivel inicial
220102900,Primaria
220103000,Primaria
220103200,Nivel inicial
220103300,Secundaria
220103400,Secundaria
220103500,Secundaria
220103600,Secundaria
220103700,Secundaria
220103701,Secundaria
220103702,Secundaria
220103800,Nivel inicial
220103900,Primaria
220103901,Primaria
220104000,Nivel inicial
220104000,Primaria
220104200,Primaria
220104300,Nivel inicial
220104300,Primaria
220104302,Primaria
220104500,Primaria
220104700,Nivel inicial
220104700,Primaria
220104800,Nivel inicial
220104800,Primaria
220104802,Primaria
220104900,Primaria
220105000,Primaria
220105001,Primaria
220105100,Primaria
220105101,Primaria
